[LOG] 🚀 Démarrage de la traduction...
[LOG] ⏩ Fichier déjà traduit: Channel_Divinity__Turn_the_Unholy_3qcCFbk7e9D5GPHd.json
[LOG] ⏩ Fichier déjà traduit: Channel_Divinity__Twilight_Sanctuary_XkchOpSKJsF0rqdA.json
[LOG] ⏩ Fichier déjà traduit: Channel_Divinity__Vow_of_Emnity_OsW6GLQmQ4FpU9W0.json
[LOG] ⏩ Fichier déjà traduit: Channel_Divinity__War_God_s_Blessing_9ZZlIjz9kyRLQa1U.json
[LOG] ⏩ Fichier déjà traduit: Channel_Divinity__Watcher_s_Will_FB9y8GIagrtTe6bC.json
[LOG] ⏩ Fichier déjà traduit: Chemical_Mastery_LqCEyNwmXV7acDth.json
[LOG] ⏩ Fichier déjà traduit: Chronal_Shift_e28fkPCeO5EJGaTu.json
[LOG] ⏩ Fichier déjà traduit: Circle_Forms_gjqiharmyaj4Zee3.json
[LOG] ⏩ Fichier déjà traduit: Circle_Spells__Land_fTncWzjJJeeEEqC0.json
[LOG] ⏩ Fichier déjà traduit: Circle_Spells__Spores_5YD2zOlWx0jPnLuZ.json
[LOG] ⏩ Fichier déjà traduit: Circle_Spells__Wildfire_E8nCvPmLyuICd1OT.json
[LOG] ⏩ Fichier déjà traduit: Circle_of_Mortality_D9zpH6eXBH3Vmj7a.json
[LOG] ⏩ Fichier déjà traduit: Cleansing_Touch_Gl2gHboUJK1z7uDQ.json
[LOG] ⏩ Fichier déjà traduit: Cloak_of_Shadows_9UjKQn7ozro2Qp74.json
[LOG] ⏩ Fichier déjà traduit: Clockwork_Cavalcade_d5DTj2SgPrn0lvUx.json
[LOG] ⏩ Fichier déjà traduit: Clockwork_Magic_NISCywc2kz5BdwPk.json
[LOG] ⏩ Fichier déjà traduit: Combat_Inspiration_sMcnACyx3esiUWCI.json
[LOG] ⏩ Fichier déjà traduit: Combat_Superiority_GHzO3cGJBSbXJdeF.json
[LOG] ⏩ Fichier déjà traduit: Combat_Wild_Shape_Bm7hAJU6AYSivWjR.json
[LOG] ⏩ Fichier déjà traduit: Command_Undead_NTvsTgsg0AMbUZWM.json
[LOG] ⏩ Fichier déjà traduit: Companion_s_Bond_MU9k0VSWh4GC34UO.json
[LOG] ⏩ Fichier déjà traduit: Conjuration_Savant_P4DdgvgMpWpVMQLr.json
[LOG] ⏩ Fichier déjà traduit: Construct_Apotheosis_3qbezVnhroUKLHOU.json
[LOG] ⏩ Fichier déjà traduit: Consult_the_Spirits_mElMF5Wxahq0ly2u.json
[LOG] ⏩ Fichier déjà traduit: Controlled_Chaos_TDNRVupCzTnZjTcP.json
[LOG] ⏩ Fichier déjà traduit: Controlled_Surge_tNS0YrfHSn6wLSHb.json
[LOG] ⏩ Fichier déjà traduit: Convergent_Future_kCVi153BzbTfmjH2.json
[LOG] ⏩ Fichier déjà traduit: Coordinated_Attack_AZ835rnEPLNvP4UW.json
[LOG] ⏩ Fichier déjà traduit: Corona_of_Light_1pi00GpDist27CmV.json
[LOG] ⏩ Fichier déjà traduit: Cosmic_Omen_qd47nYWmDcXvL7xe.json
[LOG] ⏩ Fichier déjà traduit: Countercharm_GchMVtDO4gC7bFA5.json
[LOG] ⏩ Fichier déjà traduit: Create_Thrall_3VMsXC2tUN1tfilK.json
[LOG] ⏩ Fichier déjà traduit: Creative_Crescendo_Zq3W99SWwcBExLUy.json
[LOG] ⏩ Fichier déjà traduit: Cunning_Action_fiGojVwBQhuhBgjP.json
[LOG] ⏩ Fichier déjà traduit: Curving_Shot_OrWhW1cN4h8Vl0sW.json
[LOG] ⏩ Fichier déjà traduit: Cutting_Words_4cH2arviqIuNhl6g.json
[LOG] ⏩ Fichier déjà traduit: Dampen_Elements_hkaPi057lgHNiXEI.json
[LOG] ⏩ Fichier déjà traduit: Danger_Sense_ndZ2F6TGnWCupIOq.json
[LOG] ⏩ Fichier déjà traduit: Dark_Delirium_WStcQdlUxqmTFMtu.json
[LOG] ⏩ Fichier déjà traduit: Dark_Lurker_87kUI6jTJRiDGjq7.json
[LOG] ⏩ Fichier déjà traduit: Dark_One_s_Blessing_kx3P16WFkrkJ5XzC.json
[LOG] ⏩ Fichier déjà traduit: Dark_One_s_Own_Luck_2w7ANZjLA3jeRtn9.json
[LOG] ⏩ Fichier déjà traduit: Death_Knell_EyNWDsFfqZGn1aRq.json
[LOG] ⏩ Fichier déjà traduit: Death_Strike_W8ypf607fON83Amv.json
[LOG] ⏩ Fichier déjà traduit: Dedicated_Weapon__Optional__V9oRZIxw40Pa4Yrh.json
[LOG] ⏩ Fichier déjà traduit: Deep_Stalker_Magic_FSCEmHyQIpnjaBRS.json
[LOG] ⏩ Fichier déjà traduit: Defensive_Tactics_IQ3E7n2AvxxnFWJe.json
[LOG] ⏩ Fichier déjà traduit: Defensive_Tactics__Escape_the_Horde_kfBvZrcJrsU3tQxj.json
[LOG] ⏩ Fichier déjà traduit: Defensive_Tactics__Multiattack_Defense_dIBxeLejmjEGNWKs.json
[LOG] ⏩ Fichier déjà traduit: Defensive_Tactics__Steel_Will_Zt7CvDbb4q8Byqip.json
[LOG] ⏩ Fichier déjà traduit: Deflect_Missiles_J67dX2dYrUKChTSA.json
[LOG] ⏩ Fichier déjà traduit: Deflect_Missiles__Throw_B7FS4n7voDgL2KJg.json
[LOG] ⏩ Fichier déjà traduit: Deflecting_Shroud_6WfQ76GVjJo4qDpm.json
[LOG] ⏩ Fichier déjà traduit: Deft_Explorer__Optional__7Zlw5TlzlAjpdXru.json
[LOG] ⏩ Fichier déjà traduit: Deft_Strike_Pkx26MkQSNyY2szg.json
[LOG] ⏩ Fichier déjà traduit: Defy_Death_0lSgFxC8XdNZ0moO.json
[LOG] ⏩ Fichier déjà traduit: Destroy_Undead_bov7L3JkIr9RPOld.json
[LOG] ⏩ Fichier déjà traduit: Detect_Portal_Q6J3mYixtULgkv9O.json
[LOG] ⏩ Fichier déjà traduit: Disciple_of_Life_irp54ioPB7ossN2Y.json
[LOG] ⏩ Fichier déjà traduit: Disciple_of_the_Elements_lHNnO4PYpcWGYdrT.json
[LOG] ⏩ Fichier déjà traduit: Distant_Strike_ZjoQHlvBffkjATxR.json
[LOG] ⏩ Fichier déjà traduit: Divination_Savant_ZjEuCtKE4IIHL3Ol.json
[LOG] ⏩ Fichier déjà traduit: Divine_Allegiance_mGkszOQgvp905QxP.json
[LOG] ⏩ Fichier déjà traduit: Divine_Domain_We47BZ7H0iDVq7ox.json
[LOG] ⏩ Fichier déjà traduit: Divine_Fury_NbFVAo6dVPNlkgwR.json
[LOG] ⏩ Fichier déjà traduit: Divine_Health_9Yw1eaXXYs2qclDx.json
[LOG] ⏩ Fichier déjà traduit: Divine_Intervention_herv9WoFvd36nirM.json
[LOG] ⏩ Fichier déjà traduit: Divine_Magic_vGm6mAh2JCvIYOYg.json
[LOG] ⏩ Fichier déjà traduit: Divine_Sense_mpsqZa6TuvoKJNQ8.json
[LOG] ⏩ Fichier déjà traduit: Divine_Smite_xDUcpIzgrtlqREJf.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Death_Domain__iOw5wDduSaruzZ9k.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Forge_Domain__gsVLtZzuHGIjaE5H.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Life_Domain__EUtNDPYzFAA8HLVz.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Nature_Domain__8wp3H3ZmDQg5e3ri.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Order_Domain__vfbfWtXhJ2CkCDSo.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Tempest_Domain__BTAbeZUzhYhCeRbw.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Trickery_Domain__lGQMDUSCgLqmOBWx.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__Twilight_Domain__1CCeVx12QkQGfsxo.json
[LOG] ⏩ Fichier déjà traduit: Divine_Strike__War_Domain__cWPsDMrlpG9pu2Gs.json
[LOG] ⏩ Fichier déjà traduit: Draconic_Disciple_OB5zOT2TSROhThHD.json
[LOG] ⏩ Fichier déjà traduit: Draconic_Gift_CrIW0poB7dusaHK9.json
[LOG] ⏩ Fichier déjà traduit: Draconic_Presence_4JCv2VA1CY0j5Dvv.json
[LOG] ⏩ Fichier déjà traduit: Draconic_Resilience_rH7ARaiocr7T58Do.json
[LOG] ⏩ Fichier déjà traduit: Dragon_Ancestor_mdpqLMIMdI6Nt9CD.json
[LOG] ⏩ Fichier déjà traduit: Dragon_Wings_x5GMOufjrgodgchS.json
[LOG] ⏩ Fichier déjà traduit: Drake_Companion_sAnDjvp2OvVz23AV.json
[LOG] ⏩ Fichier déjà traduit: Drake_s_Breath_KHkAuXO0vNSWmDXj.json
[LOG] ⏩ Fichier déjà traduit: Dread_Ambusher_NnDvQq16kSy35R9a.json
[LOG] ⏩ Fichier déjà traduit: Dread_Lord_gby4n5zIfgFsuUn7.json
[LOG] ⏩ Fichier déjà traduit: Dreadful_Strikes_Dig7FnCBLO902IR5.json
[LOG] ⏩ Fichier déjà traduit: Druid_Circle_UStP5y0wgz75k4ck.json
[LOG] ⏩ Fichier déjà traduit: Druidic_Wvii1RuvI2nq6jEZ.json
[LOG] ⏩ Fichier déjà traduit: Drunkard_s_Luck_BQixCoZuAESJ5jMI.json
[LOG] ⏩ Fichier déjà traduit: Drunken_Technique_1MJebpzNbGSH3Qff.json
[LOG] ⏩ Fichier déjà traduit: Durable_Magic_ZZ8Fcn1lEtM6xl7s.json
[LOG] ⏩ Fichier déjà traduit: Durable_Summons_l9zqcYYtKiGfSLym.json
[LOG] ⏩ Fichier déjà traduit: Ear_for_Deceit_0diTqHgSGwHglzdq.json
[LOG] ⏩ Fichier déjà traduit: Echo_Avatar_ES1vswyPqouJf66W.json
[LOG] ⏩ Fichier déjà traduit: Elder_Champion_USnyMcfj0cUBetVb.json
[LOG] ⏩ Fichier déjà traduit: Eldritch_Cannon_BQfD05PYCWf0SHWA.json
[LOG] ⏩ Fichier déjà traduit: Eldritch_Invocations_rJlMyXIAB7ZcTLRE.json
[LOG] ⏩ Fichier déjà traduit: Eldritch_Master_ynH1cG1bbYV9Ipcb.json
[LOG] ⏩ Fichier déjà traduit: Eldritch_Strike_oLqO3qBAkdCcav6t.json
[LOG] ⏩ Fichier déjà traduit: Eldritch_Versatility__Optional__1t8CKP1kIUyHC7gt.json
[LOG] ⏩ Fichier déjà traduit: Elegant_Courtier_qVqSssH3wD6BLcVn.json
[LOG] ⏩ Fichier déjà traduit: Elegant_Maneuver_OPuZBOiTH7V1VnUe.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Affinity_HTmNwDYLX1a4JhXB.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Breath_of_Winter_pua5MHq5F6FhWzRd.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Clench_of_the_North_Wind_AiRMpxZnarGVq5Dy.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Elemental_Attunement_otCmywINTcmLu0f4.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Eternal_Mountain_Defense_DahCPgRXr69J3wyF.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Fangs_of_the_Fire_Snake_akGy8hsES0yYSe5k.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Fist_of_Four_Thunders_CdtWu7o9M3k1zdVW.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Fist_of_Unbroken_Air_9VVSsipHRgvgqE7y.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Flames_of_the_Phoenix_LuncvVx1KNPBj2fn.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Gong_of_the_Summit_YN7N9JX605fekHH3.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Mist_Stance_BNEpurDyLRL07ALC.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Ride_the_Wind_h4at2U0o6rdUGAGy.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__River_of_Hungry_Flame_TajSWH1rQBoIosVJ.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Rush_of_the_Gale_Spirits_V10QpDwVAR7ng7sM.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Shape_the_Flowing_River_8WlIzWXcH7n0HogE.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Sweeping_Cinder_Strike_43BuxSq0aNxUkAUA.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Water_Whip_e6dgFidM3O2UPVch.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Discipline__Wave_of_Rolling_Earth_35cp1i4FugXCxwb6.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Disciplines_hKsubHJddq5X5eQB.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Gift_7unWAq77HD0HlkaE.json
[LOG] ⏩ Fichier déjà traduit: Elemental_Wild_Shape_C18BuSkdfA07nYi3.json
[LOG] ⏩ Fichier déjà traduit: Elusive_uANVG85Ht6I2AUeT.json
[LOG] ⏩ Fichier déjà traduit: Embodiment_of_the_Law_Sj1FeRHRnRe0bkm3.json
[LOG] ⏩ Fichier déjà traduit: Emboldening_Bond_mdiv863S6BV0Rt1e.json
[LOG] ⏩ Fichier déjà traduit: Emissary_of_Redemption_RCSnyMxzq8qUTA0i.json
[LOG] ⏩ Fichier déjà traduit: Empowered_Evocation_1dcw6SHRVOlV344H.json
[LOG] ⏩ Fichier déjà traduit: Empowered_Healing_qO2G6ht10zeDXd9i.json
[LOG] ⏩ Fichier déjà traduit: Empowered_Psionics_ww5gXQetWGb58ciK.json
[LOG] ⏩ Fichier déjà traduit: Enchantment_Savant_0kG95Ls2djMd2Z36.json
[LOG] ⏩ Fichier déjà traduit: Enhanced_Bond_BCBK98RijfZf6txY.json
[LOG] ⏩ Fichier déjà traduit: Enthralling_Performance_5UkksRxw82vWm0BY.json
[LOG] ⏩ Fichier déjà traduit: Entropic_Ward_x4tD6NGqGzEoLyUe.json
[LOG] ⏩ Fichier déjà traduit: Ethereal_Step_Gn74lWLSK8T7xfkV.json
[LOG] ⏩ Fichier déjà traduit: Evasion_kepVdDpnWe2nAubZ.json
[LOG] ⏩ Fichier déjà traduit: Event_Horizon_6zMYZLaglvFY9JBk.json
[LOG] ⏩ Fichier déjà traduit: Ever_Ready_Shot_OlNhQd3ajg8VUZZI.json
[LOG] ⏩ Fichier déjà traduit: Evocation_Savant_IjFX70Infe3vM9N6.json
[LOG] ⏩ Fichier déjà traduit: Exalted_Champion_OI4VwchmgrbBeQg5.json
[LOG] ⏩ Fichier déjà traduit: Exceptional_Training_zNKNcpAAhj0p1ABg.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List__The_Archfey_Z4s2uNkCQst6HFz0.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List__The_Celestial_v55bDYCqQjPcJkaC.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List__The_Fathomless_DalJqejdtdCZBBMr.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List__The_Genie_cryMuJ4DhuUJGi80.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List__The_Hexblade_zXuH9wmn9UAscGWp.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List__The_Undead_DuyEaDEUvPT30zOd.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List__The_Undying_TCMe2R6vOkmyLJw5.json
[LOG] ⏩ Fichier déjà traduit: Expanded_Spell_List_zlJDX8dDyEpLz1Oa.json
[LOG] ⏩ Fichier déjà traduit: Expansive_Bond_Fmy8QZmj4MdL0rzC.json
[LOG] ⏩ Fichier déjà traduit: Experimental_Elixir_L5Dfgrnus0p4Tdyq.json
[LOG] ⏩ Fichier déjà traduit: Expert_Divination_9jh36EBVlglHwIeJ.json
[LOG] ⏩ Fichier déjà traduit: Expertise__Bard__cJnWTuyQIQ4QtqZk.json
[LOG] ⏩ Fichier déjà traduit: Expertise__Rogue__TIV5SIRz9WfwSbDo.json
[LOG] ⏩ Fichier déjà traduit: Explosive_Cannon_O6fxSK6cjdvWKX1C.json
[LOG] ⏩ Fichier déjà traduit: Extra_Attack__Bladesinging__USUJIOOOneftQaEk.json
[LOG] ⏩ Fichier déjà traduit: Extra_Attack__Fighter__tuqNdxQv1r69Ipse.json
[LOG] ⏩ Fichier déjà traduit: Extra_Attack_emc1sH5Qjp54shjz.json
[LOG] ⏩ Fichier déjà traduit: Eye_for_Detail_zjKwVGTsyqfRXhV0.json
[LOG] ⏩ Fichier déjà traduit: Eye_for_Weakness_6CUenT2pUqBkSEAj.json
[LOG] ⏩ Fichier déjà traduit: Eyes_of_Night_PYwSysHbryK4VEmE.json
[LOG] ⏩ Fichier déjà traduit: Eyes_of_the_Dark_MKZ0tLiKHEQfuXU6.json
[LOG] ⏩ Fichier déjà traduit: Eyes_of_the_Grave_wy9yUSnllXcZFTxh.json
[LOG] ⏩ Fichier déjà traduit: Faithful_Summons_OyaJlo8qZILYgVbq.json
[LOG] ⏩ Fichier déjà traduit: Fanatical_Focus_J4xOSDs9wvP0PkxG.json
[LOG] ⏩ Fichier déjà traduit: Fancy_Footwork_Njkngq4SI5vidreW.json
[LOG] ⏩ Fichier déjà traduit: Fast_Hands_xo86tVSg9XLeiydk.json
[LOG] ⏩ Fichier déjà traduit: Fast_Movement_x0l3rLkLhQqdohBb.json
[LOG] ⏩ Fichier déjà traduit: Fathomless_Plunge_zeKvk9LScdDpzz5B.json
[LOG] ⏩ Fichier déjà traduit: Favored_Enemy_jHHnRCgYxSOZ9zzd.json
[LOG] ⏩ Fichier déjà traduit: Favored_Foe__Optional__B3gkhlELRqEQMn2Y.json
[LOG] ⏩ Fichier déjà traduit: Favored_Prey_zL2ZcDS4SwrahWTN.json
[LOG] ⏩ Fichier déjà traduit: Favored_by_the_Gods_rgSJJwWdQyRe1EaP.json
[LOG] ⏩ Fichier déjà traduit: Feral_Instinct_smOlvCA12nnvCTA0.json
[LOG] ⏩ Fichier déjà traduit: Feral_Senses_JozAqaBpWuCeZVNf.json
[LOG] ⏩ Fichier déjà traduit: Ferocious_Charger_cU5JliCCXu9u3xrD.json
[LOG] ⏩ Fichier déjà traduit: Fey_Presence_yEF6gqxsk6NhAeM4.json
[LOG] ⏩ Fichier déjà traduit: Fey_Reinforcements_0HxpovumqGGXo4jU.json
[LOG] ⏩ Fichier déjà traduit: Fey_Wanderer_Magic_seY4OGJBAS186F4J.json
[LOG] ⏩ Fichier déjà traduit: Fiendish_Resilience_sesGQhSXLffNEjGw.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Spirit_AW8cHlWUBgYuf3fq.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style_LIrZMOsGDezlJBX7.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Archery_w0Y1hCjFx4GO4aYX.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Blind_Fighting_W4XA2LFPChkjj5Dw.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Defense_68ExVxXFeIQDBi8I.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Druidic_Warrior_tK7rGOq8GuIiXsWq.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Dueling_arIB4fYPTZHIiSeg.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Great_Weapon_Fighting_99tCP870Y5r0JR8A.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Interception_ZgIrTApqcOSFlwkQ.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Protection_9EtLGnnKlHfSMzma.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Superior_Technique_wkay5u4fRCELNJJx.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Thrown_Weapon_Fighting_8B91TGnZg7KwtxDC.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Two_Weapon_Fighting_b5HsuQqQJRjZEYH2.json
[LOG] ⏩ Fichier déjà traduit: Fighting_Style__Unarmed_Fighting_NgedNjaxOnq5KX7L.json
[LOG] ⏩ Fichier déjà traduit: Flash_of_Genius_OuWOlZf2wS7t6he1.json
[LOG] ⏩ Fichier déjà traduit: Flurry_of_Healing_and_Harm_XINOp6bKkLhyiIyE.json
[LOG] ⏩ Fichier déjà traduit: Focused_Aim_mtInlK4f4z6LO83Y.json
[LOG] ⏩ Fichier déjà traduit: Focused_Conjuration_rYoqJMYIov0RvDL5.json
[LOG] ⏩ Fichier déjà traduit: Foe_Slayer_4TqViBki5kTHia5q.json
[LOG] ⏩ Fichier déjà traduit: Font_of_Inspiration_dzaYShQbEkLwawXr.json
[LOG] ⏩ Fichier déjà traduit: Font_of_Magic_7hAcETWHOVguR2ZF.json
[LOG] ⏩ Fichier déjà traduit: Force_psionique__Champ_de_protection__SvE0qsLS3Wx6B7C7.json
[LOG] ⏩ Fichier déjà traduit: Form_of_Dread_e1orFuja4KP25lol.json
[LOG] ⏩ Fichier déjà traduit: Form_of_the_Beast_Bj7pKuBxVdOpuOlL.json
[LOG] ⏩ Fichier déjà traduit: Form_of_the_Beast__Bite_4lUpdDoBePc5z5xq.json
[LOG] ⏩ Fichier déjà traduit: Form_of_the_Beast__Claws_x7jK14o2h3J2p8GG.json
[LOG] ⏩ Fichier déjà traduit: Form_of_the_Beast__Tail_kT1zamjl2PPSJTjV.json
[LOG] ⏩ Fichier déjà traduit: Fortified_Position_oG9gSmMNgiUY6ruY.json
[LOG] ⏩ Fichier déjà traduit: Frenzy_56Fi8TDowPIQzF1M.json
[LOG] ⏩ Fichier déjà traduit: Full_of_Stars_9OkqN4hbj7ehyzyE.json
[LOG] ⏩ Fichier déjà traduit: Fungal_Body_6Nu1yEB2c9UktVB5.json
[LOG] ⏩ Fichier déjà traduit: Fungal_Infestation_ia4s9PpX75I8ovue.json
[LOG] ⏩ Fichier déjà traduit: Gathered_Swarm_YBhuj1OBJv4kVwWF.json
[LOG] ⏩ Fichier déjà traduit: Genie_Kind_Y2cw4R2uCqiA7t5e.json
[LOG] ⏩ Fichier déjà traduit: Genie_s_Vessel_Ov9Ba0aKecToAe4e.json
[LOG] ⏩ Fichier déjà traduit: Genie_s_Vessel__Bottled_Respite_J5udFbirjsDpixfa.json
[LOG] ⏩ Fichier déjà traduit: Genie_s_Vessel__Genie_s_Wrath_expvlaeJYKahq862.json
[LOG] ⏩ Fichier déjà traduit: Ghost_Walk_sM4aEAhquVdXRgJa.json
[LOG] ⏩ Fichier déjà traduit: Giant_Might_kROAP6N1GAsaycYr.json
[LOG] ⏩ Fichier déjà traduit: Gift_of_the_Sea_fsXW48Ivhn4KF9BJ.json
[LOG] ⏩ Fichier déjà traduit: Gloom_Stalker_Magic_aoXhDhk6UD3dhBfZ.json
[LOG] ⏩ Fichier déjà traduit: Glorious_Defense_Cbrm5F3PCj7YByYs.json
[LOG] ⏩ Fichier déjà traduit: Grasping_Tentacles_20BmI9QoSGUppm9u.json
[LOG] ⏩ Fichier déjà traduit: Grave_Touched_DeoPXIgBa0IOvaFn.json
[LOG] ⏩ Fichier déjà traduit: Gravity_Well_Qb5Ri5hy9JTOifjP.json
[LOG] ⏩ Fichier déjà traduit: Great_Stature_9LpIkLamj4u3SLsW.json
[LOG] ⏩ Fichier déjà traduit: Greater_Favored_Prey_UAwkTlTj9ba0iwcC.json
[LOG] ⏩ Fichier déjà traduit: Greater_Portent_AUbsmpiaxrQj6IuL.json
[LOG] ⏩ Fichier déjà traduit: Grim_Harvest_Q6xI0yd3o3UAe6Sd.json
[LOG] ⏩ Fichier déjà traduit: Guarded_Mind_5ueFTzOsgsnI206U.json
[LOG] ⏩ Fichier déjà traduit: Guardian_Armor__Defensive_Field_7jWZ23RwE8X6BwrI.json
[LOG] ⏩ Fichier déjà traduit: Guardian_Coil_xR7Z028GO9iP3a04.json
[LOG] ⏩ Fichier déjà traduit: Guardian_Spirit_yxgorOr6f5cbOgLY.json
[LOG] ⏩ Fichier déjà traduit: Guiding_Whispers_W2bk5TXsGSM3YeUl.json
[LOG] ⏩ Fichier déjà traduit: Halo_of_Spores_M4NyFLYE0VwNP320.json
[LOG] ⏩ Fichier déjà traduit: Hand_of_Ultimate_Mercy_uTptpyEy6jY2yHMe.json
[LOG] ⏩ Fichier déjà traduit: Hands_of_Harm_Ne76OeZFtqXC67ed.json
[LOG] ⏩ Fichier déjà traduit: Hands_of_Healing_bd8Ia2hkt9D4zA21.json
[LOG] ⏩ Fichier déjà traduit: Harness_Divine_Power__Optional__q8SPbY1LogMl9g6k.json
[LOG] ⏩ Fichier déjà traduit: Harness_Divine_Power__Optional__qHAY58WkiDbVxaLn.json
[LOG] ⏩ Fichier déjà traduit: Healing_Light_fOwH6QA8RmucSj3I.json
[LOG] ⏩ Fichier déjà traduit: Heart_of_the_Storm_739II8oO7loExLjS.json
[LOG] ⏩ Fichier déjà traduit: Hearth_of_Moonlight_and_Shadow_ryLVey72mxC20RNQ.json
[LOG] ⏩ Fichier déjà traduit: Hex_Warrior_UCpwaFuHJhHLx0ti.json
[LOG] ⏩ Fichier déjà traduit: Hexblade_s_Curse_R7KO3rSiHZMJIyfX.json
[LOG] ⏩ Fichier déjà traduit: Hidden_Paths_USHUiYcZ7s8qJnhQ.json
[LOG] ⏩ Fichier déjà traduit: Hide_in_Plain_Sight_S650xm2Su7mpz0AS.json
[LOG] ⏩ Fichier déjà traduit: Hold_the_Line_IlPsZZD7aHu8GoXE.json
[LOG] ⏩ Fichier déjà traduit: Holy_Nimbus_MmVW7803jrOSLFeL.json
[LOG] ⏩ Fichier déjà traduit: Horizon_Walker_Magic_3ufscv7wLDyT7Ef5.json
[LOG] ⏩ Fichier déjà traduit: Hound_of_Ill_Omen_dVz8wIgCzx7FqwVJ.json
[LOG] ⏩ Fichier déjà traduit: Hour_of_Reaping_edZUIGEj0UFS5MNu.json
[LOG] ⏩ Fichier déjà traduit: Hunter_Focus_2jHD2liDuaAyGEH7.json
[LOG] ⏩ Fichier déjà traduit: Hunter_s_Camouflage_HIf8oc3kgFbcB4av.json
[LOG] ⏩ Fichier déjà traduit: Hunter_s_Prey_AI3xmjx7sb0oP8dO.json
[LOG] ⏩ Fichier déjà traduit: Hunter_s_Prey__Colossus_Slayer_M5faxavKN2ikx4Vu.json
[LOG] ⏩ Fichier déjà traduit: Hunter_s_Prey__Giant_Killer_yzuGGzO7QIRerarA.json
[LOG] ⏩ Fichier déjà traduit: Hunter_s_Prey__Horde_Breaker_3lJULu6QJ6XHLibE.json
[LOG] ⏩ Fichier déjà traduit: Hunter_s_Sense_VPtvaMaf3xc4JfqO.json
[LOG] ⏩ Fichier déjà traduit: Hunter_s_Stride_ymRSLguxiLo37iHP.json
[LOG] ⏩ Fichier déjà traduit: Hurl_Through_Hell_GhmZJqFl7pEGkFgS.json
[LOG] ⏩ Fichier déjà traduit: Hypnotic_Gaze_z0uL5qRzS6hF8D9U.json
[LOG] ⏩ Fichier déjà traduit: Illusion_Savant_jXXm1sb6scQyEZhD.json
[LOG] ⏩ Fichier déjà traduit: Illusory_Reality_lJF0SBkNkSIRI9sX.json
[LOG] ⏩ Fichier déjà traduit: Illusory_Self_TrCqopw8dGda1kwS.json
[LOG] ⏩ Fichier déjà traduit: Implement_of_Peace_OCX3AZRaGAzXoit7.json
[LOG] ⏩ Fichier déjà traduit: Implements_of_Mercy_CJPtR0Lj56izaztb.json
[LOG] ⏩ Fichier déjà traduit: Impostor_M2jEQA8S2EICOD6X.json
